93589,CACNA2D4,calcium,voltage-gated,channel,auxiliary,subunit,alpha2delta,4,K04861,,,
782,CACNB1,calcium,voltage-gated,channel,auxiliary,subunit,beta,1,K04862,,,
783,CACNB2,calcium,voltage-gated,channel,auxiliary,subunit,beta,2,K04863,,,
784,CACNB3,calcium,voltage-gated,channel,auxiliary,subunit,beta,3,K04864,,,
785,CACNB4,calcium,voltage-gated,channel,auxiliary,subunit,beta,4,K04865,,,
786,CACNG1,calcium,voltage-gated,channel,auxiliary,subunit,gamma,1,K04866,,,
10369,CACNG2,calcium,voltage-gated,channel,auxiliary,subunit,gamma,2,K04867,,,
10368,CACNG3,calcium,voltage-gated,channel,auxiliary,subunit,gamma,3,K04868,,,
27092,CACNG4,calcium,voltage-gated,channel,auxiliary,subunit,gamma,4,K04869,,,
27091,CACNG5,calcium,voltage-gated,channel,auxiliary,subunit,gamma,5,K04870,,,
59285,CACNG6,calcium,voltage-gated,channel,auxiliary,subunit,gamma,6,K04871,,,
59284,CACNG7,calcium,voltage-gated,channel,auxiliary,subunit,gamma,7,K04872,,,
59283,CACNG8,calcium,voltage-gated,channel,auxiliary,subunit,gamma,8,K04873,,,
5566,PRKACA,protein,kinase,cAMP-activated,catalytic,subunit,alpha,K04345,[EC:2.7.11.11,,,
5567,PRKACB,protein,kinase,cAMP-activated,catalytic,subunit,beta,K04345,[EC:2.7.11.11,,,
5568,PRKACG,protein,kinase,cAMP-activated,catalytic,subunit,gamma,K04345,[EC:2.7.11.11,,,
5578,PRKCA,protein,kinase,C,alpha,K02677,[EC:2.7.11.13,,,,,
5579,PRKCB,protein,kinase,C,beta,K19662,[EC:2.7.11.13,,,,,
5582,PRKCG,protein,kinase,C,gamma,K19663,[EC:2.7.11.13,,,,,
2768,GNA12,G,protein,subunit,alpha,12,K04346,,,,,
55970,GNG12,G,protein,subunit,gamma,12,K04347,,,,,
5923,RASGRF1,Ras,protein,specific,guanine,nucleotide,releasing,factor,1,K04349,,
5924,RASGRF2,Ras,protein,specific,guanine,nucleotide,releasing,factor,2,K12326,,
10125,RASGRP1,RAS,guanyl,releasing,protein,1,K04350,,,,,
10235,RASGRP2,RAS,guanyl,releasing,protein,2,K12361,,,,,
25780,RASGRP3,RAS,guanyl,releasing,protein,3,K12362,,,,,
115727,RASGRP4,RAS,guanyl,releasing,protein,4,K12363,,,,,
9693,RAPGEF2,Rap,guanine,nucleotide,exchange,factor,2,K08018,,,,
4763,NF1,neurofibromin,1,K08052,,,,,,,,
5921,RASA1,RAS,p21,protein,activator,1,K04352,,,,,
5922,RASA2,RAS,p21,protein,activator,2,K08053,,,,,
5906,RAP1A,"RAP1A,",member,of,RAS,oncogene,family,K04353,,,,
5908,RAP1B,"RAP1B,",member,of,RAS,oncogene,family,K07836,,,,
4803,NGF,nerve,growth,factor,K02582,,,,,,,
627,BDNF,brain,derived,neurotrophic,factor,K04355,,,,,,
4908,NTF3,neurotrophin,3,K04356,,,,,,,,
4909,NTF4,neurotrophin,4,K12457,,,,,,,,
1950,EGF,epidermal,growth,factor,K04357,,,,,,,
2246,FGF1,fibroblast,growth,factor,1,K18496,,,,,,
2247,FGF2,fibroblast,growth,factor,2,K18497,,,,,,
2248,FGF3,fibroblast,growth,factor,3,K04358,,,,,,
2249,FGF4,fibroblast,growth,factor,4,K04358,,,,,,
8822,FGF17,fibroblast,growth,factor,17,K04358,,,,,,
2251,FGF6,fibroblast,growth,factor,6,K04358,,,,,,
2252,FGF7,fibroblast,growth,factor,7,K04358,,,,,,
2253,FGF8,fibroblast,growth,factor,8,K04358,,,,,,
2254,FGF9,fibroblast,growth,factor,9,K04358,,,,,,
2255,FGF10,fibroblast,growth,factor,10,K04358,,,,,,
2256,FGF11,fibroblast,growth,factor,11,K04358,,,,,,
2257,FGF12,fibroblast,growth,factor,12,K04358,,,,,,
2258,FGF13,fibroblast,growth,factor,13,K04358,,,,,,
2259,FGF14,fibroblast,growth,factor,14,K04358,,,,,,
8823,FGF16,fibroblast,growth,factor,16,K04358,,,,,,
2250,FGF5,fibroblast,growth,factor,5,K04358,,,,,,
8817,FGF18,fibroblast,growth,factor,18,K04358,,,,,,
9965,FGF19,fibroblast,growth,factor,19,K04358,,,,,,
26281,FGF20,fibroblast,growth,factor,20,K04358,,,,,,
26291,FGF21,fibroblast,growth,factor,21,K04358,,,,,,
27006,FGF22,fibroblast,growth,factor,22,K04358,,,,,,
8074,FGF23,fibroblast,growth,factor,23,K04358,,,,,,
5154,PDGFA,platelet,derived,growth,factor,subunit,A,K04359,,,,
5155,PDGFB,platelet,derived,growth,factor,subunit,B,K17386,,,,
4914,NTRK1,neurotrophic,receptor,tyrosine,kinase,1,K03176,[EC:2.7.10.1,,,,
4915,NTRK2,neurotrophic,receptor,tyrosine,kinase,2,K04360,[EC:2.7.10.1,,,,
1956,EGFR,epidermal,growth,factor,receptor,K04361,[EC:2.7.10.1,,,,,
2260,FGFR1,fibroblast,growth,factor,receptor,1,K04362,[EC:2.7.10.1,,,,
2263,FGFR2,fibroblast,growth,factor,receptor,2,K05093,[EC:2.7.10.1,,,,
2261,FGFR3,fibroblast,growth,factor,receptor,3,K05094,[EC:2.7.10.1,,,,
2264,FGFR4,fibroblast,growth,factor,receptor,4,K05095,[EC:2.7.10.1,,,,
5156,PDGFRA,platelet,derived,growth,factor,receptor,alpha,K04363,[EC:2.7.10.1,,,
5159,PDGFRB,platelet,derived,growth,factor,receptor,beta,K05089,[EC:2.7.10.1,,,
2885,GRB2,growth,factor,receptor,bound,protein,2,K04364,,,,
6654,SOS1,SOS,Ras/Rac,guanine,nucleotide,exchange,factor,1,K03099,,,
6655,SOS2,SOS,Ras/Rho,guanine,nucleotide,exchange,factor,2,K03099,,,
3265,HRAS,HRas,"proto-oncogene,",GTPase,K02833,,,,,,,
3845,KRAS,KRAS,"proto-oncogene,",GTPase,K07827,,,,,,,
4893,NRAS,NRAS,"proto-oncogene,",GTPase,K07828,,,,,,,
6237,RRAS,RAS,related,K07829,,,,,,,,
22800,RRAS2,RAS,related,2,K07830,,,,,,,
22808,MRAS,muscle,RAS,oncogene,homolog,K07831,,,,,,
673,BRAF,B-Raf,"proto-oncogene,",serine/threonine,kinase,K04365,[EC:2.7.11.1,,,,,
5894,RAF1,Raf-1,"proto-oncogene,",serine/threonine,kinase,K04366,[EC:2.7.11.1,,,,,
4342,MOS,MOS,"proto-oncogene,",serine/threonine,kinase,K04367,[EC:2.7.11.1,,,,,
5604,MAP2K1,mitogen-activated,protein,kinase,kinase,1,K04368,[EC:2.7.12.2,,,,
5605,MAP2K2,mitogen-activated,protein,kinase,kinase,2,K04369,[EC:2.7.12.2,,,,
8649,LAMTOR3,late,endosomal/lysosomal,"adaptor,",MAPK,and,MTOR,activator,3,K04370,,
5594,MAPK1,mitogen-activated,protein,kinase,1,K04371,[EC:2.7.11.24,,,,,
5595,MAPK3,mitogen-activated,protein,kinase,3,K04371,[EC:2.7.11.24,,,,,
8569,MKNK1,MAP,kinase,interacting,serine/threonine,kinase,1,K04372,[EC:2.7.11.1,,,
2872,MKNK2,MAP,kinase,interacting,serine/threonine,kinase,2,K04372,[EC:2.7.11.1,,,
6197,RPS6KA3,ribosomal,protein,S6,kinase,A3,K04373,[EC:2.7.11.1,,,,
6195,RPS6KA1,ribosomal,protein,S6,kinase,A1,K04373,[EC:2.7.11.1,,,,
6196,RPS6KA2,ribosomal,protein,S6,kinase,A2,K04373,[EC:2.7.11.1,,,,
27330,RPS6KA6,ribosomal,protein,S6,kinase,A6,K04373,[EC:2.7.11.1,,,,
468,ATF4,activating,transcription,factor,4,K04374,,,,,,
2002,ELK1,"ELK1,",ETS,transcription,factor,K04375,,,,,,
2005,ELK4,"ELK4,",ETS,transcription,factor,K04376,,,,,,
4609,MYC,MYC,"proto-oncogene,",bHLH,transcription,factor,K04377,,,,,
6722,SRF,serum,response,factor,K04378,,,,,,,
2353,FOS,Fos,"proto-oncogene,",AP-1,transcription,factor,subunit,K04379,,,,
4137,MAPT,microtubule,associated,protein,tau,K04380,,,,,,
3925,STMN1,stathmin,1,K04381,,,,,,,,
123745,PLA2G4E,phospholipase,A2,group,IVE,K16342,[EC:3.1.1.4,,,,,
5321,PLA2G4A,phospholipase,A2,group,IVA,K16342,[EC:3.1.1.4,,,,,
8681,JMJD7-PLA2G4B,JMJD7-PLA2G4B,readthrough,K16342,[EC:3.1.1.4,,,,,,,
100137049,PLA2G4B,phospholipase,A2,group,IVB,K16342,[EC:3.1.1.4,,,,,
8605,PLA2G4C,phospholipase,A2,group,IVC,K16342,[EC:3.1.1.4,,,,,
283748,PLA2G4D,phospholipase,A2,group,IVD,K16342,[EC:3.1.1.4,,,,,
255189,PLA2G4F,phospholipase,A2,group,IVF,K16342,[EC:3.1.1.4,,,,,
7124,TNF,tumor,necrosis,factor,K03156,,,,,,,
3552,IL1A,interleukin,1,alpha,K04383,,,,,,,
3553,IL1B,interleukin,1,beta,K04519,,,,,,,
7040,TGFB1,transforming,growth,factor,beta,1,K13375,,,,,
7042,TGFB2,transforming,growth,factor,beta,2,K13376,,,,,
7043,TGFB3,transforming,growth,factor,beta,3,K13377,,,,,
7132,TNFRSF1A,TNF,receptor,superfamily,member,1A,K03158,,,,,
3554,IL1R1,interleukin,1,receptor,type,1,K04386,,,,,
7850,IL1R2,interleukin,1,receptor,type,2,K04387,,,,,
7046,TGFBR1,transforming,growth,factor,beta,receptor,1,K04674,[EC:2.7.11.30,,,
7048,TGFBR2,transforming,growth,factor,beta,receptor,2,K04388,[EC:2.7.11.30,,,
356,FASLG,Fas,ligand,K04389,,,,,,,,
355,FAS,Fas,cell,surface,death,receptor,K04390,,,,,
929,CD14,CD14,molecule,K04391,,,,,,,,
5879,RAC1,Rac,family,small,GTPase,1,K04392,,,,,
5880,RAC2,Rac,family,small,GTPase,2,K07860,,,,,
5881,RAC3,Rac,family,small,GTPase,3,K07861,,,,,
998,CDC42,cell,division,cycle,42,K04393,,,,,,
836,CASP3,caspase,3,K02187,[EC:3.4.22.56,,,,,,,
7186,TRAF2,TNF,receptor,associated,factor,2,K03173,[EC:2.3.2.27,,,,
1616,DAXX,death,domain,associated,protein,K02308,,,,,,
7189,TRAF6,TNF,receptor,associated,factor,6,K03175,[EC:2.3.2.27,,,,
1647,GADD45A,growth,arrest,and,DNA,damage,inducible,alpha,K04402,,,
4616,GADD45B,growth,arrest,and,DNA,damage,inducible,beta,K04402,,,
10912,GADD45G,growth,arrest,and,DNA,damage,inducible,gamma,K04402,,,
10454,TAB1,TGF-beta,activated,kinase,1,(MAP3K7),binding,protein,1,K04403,,
23118,TAB2,TGF-beta,activated,kinase,1/MAP3K7,binding,protein,2,K04404,,,
51295,ECSIT,ECSIT,signalling,integrator,K04405,,,,,,,
8491,MAP4K3,mitogen-activated,protein,kinase,kinase,kinase,kinase,3,K04406,[EC:2.7.11.1,,
9448,MAP4K4,mitogen-activated,protein,kinase,kinase,kinase,kinase,4,K04407,[EC:2.7.11.1,,
11184,MAP4K1,mitogen-activated,protein,kinase,kinase,kinase,kinase,1,K04408,[EC:2.7.11.1,,
5058,PAK1,p21,(RAC1),activated,kinase,1,K04409,[EC:2.7.11.1,,,,
5062,PAK2,p21,(RAC1),activated,kinase,2,K04410,[EC:2.7.11.1,,,,
6789,STK4,serine/threonine,kinase,4,K04411,,,,,,,
6788,STK3,serine/threonine,kinase,3,K04412,,,,,,,
5871,MAP4K2,mitogen-activated,protein,kinase,kinase,kinase,kinase,2,K04414,[EC:2.7.11.1,,
1326,MAP3K8,mitogen-activated,protein,kinase,kinase,kinase,8,K04415,[EC:2.7.11.25,,,
4214,MAP3K1,mitogen-activated,protein,kinase,kinase,kinase,1,K04416,[EC:2.7.11.25,,,
4296,MAP3K11,mitogen-activated,protein,kinase,kinase,kinase,11,K04419,[EC:2.7.11.25,,,
10746,MAP3K2,mitogen-activated,protein,kinase,kinase,kinase,2,K04420,[EC:2.7.11.25,,,
4215,MAP3K3,mitogen-activated,protein,kinase,kinase,kinase,3,K04421,[EC:2.7.11.25,,,
9175,MAP3K13,mitogen-activated,protein,kinase,kinase,kinase,13,K04422,[EC:2.7.11.25,,,
7786,MAP3K12,mitogen-activated,protein,kinase,kinase,kinase,12,K04423,[EC:2.7.11.25,,,
51776,MAP3K20,mitogen-activated,protein,kinase,kinase,kinase,20,K04424,[EC:2.7.11.25,,,
9064,MAP3K6,mitogen-activated,protein,kinase,kinase,kinase,6,K04425,[EC:2.7.11.25,,,
4217,MAP3K5,mitogen-activated,protein,kinase,kinase,kinase,5,K04426,[EC:2.7.11.25,,,
6885,MAP3K7,mitogen-activated,protein,kinase,kinase,kinase,7,K04427,[EC:2.7.11.25,,,
4216,MAP3K4,mitogen-activated,protein,kinase,kinase,kinase,4,K04428,[EC:2.7.11.25,,,
9344,TAOK2,TAO,kinase,2,K04429,[EC:2.7.11.1,,,,,,
51347,TAOK3,TAO,kinase,3,K04429,[EC:2.7.11.1,,,,,,
57551,TAOK1,TAO,kinase,1,K04429,[EC:2.7.11.1,,,,,,
6416,MAP2K4,mitogen-activated,protein,kinase,kinase,4,K04430,[EC:2.7.12.2,,,,
5609,MAP2K7,mitogen-activated,protein,kinase,kinase,7,K04431,[EC:2.7.12.2,,,,
5606,MAP2K3,mitogen-activated,protein,kinase,kinase,3,K04432,[EC:2.7.12.2,,,,
5608,MAP2K6,mitogen-activated,protein,kinase,kinase,6,K04433,[EC:2.7.12.2,,,,
9479,MAPK8IP1,mitogen-activated,protein,kinase,8,interacting,protein,1,K04434,,,
23542,MAPK8IP2,mitogen-activated,protein,kinase,8,interacting,protein,2,K04435,,,
23162,MAPK8IP3,mitogen-activated,protein,kinase,8,interacting,protein,3,K04436,,,
2316,FLNA,filamin,A,K04437,,,,,,,,
2318,FLNC,filamin,C,K04437,,,,,,,,
2317,FLNB,filamin,B,K04437,,,,,,,,
1398,CRK,CRK,"proto-oncogene,",adaptor,protein,K04438,,,,,,
1399,CRKL,CRK,like,"proto-oncogene,",adaptor,protein,K04438,,,,,
408,ARRB1,arrestin,beta,1,K04439,,,,,,,
409,ARRB2,arrestin,beta,2,K04439,,,,,,,
5599,MAPK8,mitogen-activated,protein,kinase,8,K04440,[EC:2.7.11.24,,,,,
5602,MAPK10,mitogen-activated,protein,kinase,10,K04440,[EC:2.7.11.24,,,,,
5601,MAPK9,mitogen-activated,protein,kinase,9,K04440,[EC:2.7.11.24,,,,,
5600,MAPK11,mitogen-activated,protein,kinase,11,K04441,[EC:2.7.11.24,,,,,
6300,MAPK12,mitogen-activated,protein,kinase,12,K04441,[EC:2.7.11.24,,,,,
5603,MAPK13,mitogen-activated,protein,kinase,13,K04441,[EC:2.7.11.24,,,,,
1432,MAPK14,mitogen-activated,protein,kinase,14,K04441,[EC:2.7.11.24,,,,,
8550,MAPKAPK5,mitogen-activated,protein,kinase-activated,protein,kinase,5,K04442,[EC:2.7.11.1,,,
9261,MAPKAPK2,mitogen-activated,protein,kinase-activated,protein,kinase,2,K04443,[EC:2.7.11.1,,,
7867,MAPKAPK3,mitogen-activated,protein,kinase-activated,protein,kinase,3,K04444,[EC:2.7.11.1,,,
9252,RPS6KA5,ribosomal,protein,S6,kinase,A5,K04445,[EC:2.7.11.1,,,,
8986,RPS6KA4,ribosomal,protein,S6,kinase,A4,K16510,[EC:2.7.11.1,,,,
994,CDC25B,cell,division,cycle,25B,K05866,[EC:3.1.3.48,,,,,
4772,NFATC1,nuclear,factor,of,activated,T-cells,1,K04446,,,,
4775,NFATC3,nuclear,factor,of,activated,T-cells,3,K17333,,,,
3725,JUN,Jun,"proto-oncogene,",AP-1,transcription,factor,subunit,K04448,,,,
3727,JUND,JunD,"proto-oncogene,",AP-1,transcription,factor,subunit,K04449,,,,
1386,ATF2,activating,transcription,factor,2,K04450,,,,,,
7157,TP53,tumor,protein,p53,K04451,,,,,,,
1649,DDIT3,DNA,damage,inducible,transcript,3,K04452,,,,,
4149,MAX,MYC,associated,factor,X,K04453,,,,,,
4208,MEF2C,myocyte,enhancer,factor,2C,K04454,,,,,,
3315,HSPB1,heat,shock,protein,family,B,(small),member,1,K04455,,
207,AKT1,AKT,serine/threonine,kinase,1,K04456,[EC:2.7.11.1,,,,,
208,AKT2,AKT,serine/threonine,kinase,2,K04456,[EC:2.7.11.1,,,,,
10000,AKT3,AKT,serine/threonine,kinase,3,K04456,[EC:2.7.11.1,,,,,
5494,PPM1A,protein,"phosphatase,",Mg2+/Mn2+,dependent,1A,K04457,[EC:3.1.3.16,,,,
5801,PTPRR,protein,tyrosine,"phosphatase,",receptor,type,R,K04458,[EC:3.1.3.48,,,
84867,PTPN5,protein,tyrosine,"phosphatase,",non-receptor,type,5,K18018,[EC:3.1.3.48,,,
5778,PTPN7,protein,tyrosine,"phosphatase,",non-receptor,type,7,K18019,[EC:3.1.3.48,,,
1843,DUSP1,dual,specificity,phosphatase,1,K21278,[EC:3.1.3.48,3.1.3.16,,,,
1848,DUSP6,dual,specificity,phosphatase,6,K21946,[EC:3.1.3.48,3.1.3.16,,,,
1852,DUSP9,dual,specificity,phosphatase,9,K18498,[EC:3.1.3.48,3.1.3.16,,,,
11221,DUSP10,dual,specificity,phosphatase,10,K20216,[EC:3.1.3.48,3.1.3.16,,,,
1845,DUSP3,dual,specificity,phosphatase,3,K17614,[EC:3.1.3.48,3.1.3.16,,,,
5536,PPP5C,protein,phosphatase,5,catalytic,subunit,K04460,[EC:3.1.3.16,,,,
100506012,PPP5D1,PPP5,tetratricopeptide,repeat,domain,containing,1,K04460,[EC:3.1.3.16,,,
5495,PPM1B,protein,"phosphatase,",Mg2+/Mn2+,dependent,1B,K04461,[EC:3.1.3.16,,,,
3312,HSPA8,heat,shock,protein,family,A,(Hsp70),member,8,K03283,,
3303,HSPA1A,heat,shock,protein,family,A,(Hsp70),member,1A,K03283,,
3306,HSPA2,heat,shock,protein,family,A,(Hsp70),member,2,K03283,,
3305,HSPA1L,heat,shock,protein,family,A,(Hsp70),member,1,like,K03283,
3304,HSPA1B,heat,shock,protein,family,A,(Hsp70),member,1B,K03283,,
3310,HSPA6,heat,shock,protein,family,A,(Hsp70),member,6,K03283,,
2122,MECOM,MDS1,and,EVI1,complex,locus,K04462,,,,,
5607,MAP2K5,mitogen-activated,protein,kinase,kinase,5,K04463,[EC:2.7.12.2,,,,
5598,MAPK7,mitogen-activated,protein,kinase,7,K04464,[EC:2.7.11.24,,,,,
3164,NR4A1,nuclear,receptor,subfamily,4,group,A,member,1,K04465,,
9020,MAP3K14,mitogen-activated,protein,kinase,kinase,kinase,14,K04466,[EC:2.7.11.25,,,
1147,CHUK,conserved,helix-loop-helix,ubiquitous,kinase,K04467,[EC:2.7.11.10,,,,,
3551,IKBKB,inhibitor,of,nuclear,factor,kappa,B,kinase,subunit,beta,K07209,[EC:2.7.11.10
8517,IKBKG,inhibitor,of,nuclear,factor,kappa,B,kinase,subunit,gamma,K07210,
51701,NLK,nemo,like,kinase,K04468,[EC:2.7.11.24,,,,,,
4790,NFKB1,nuclear,factor,kappa,B,subunit,1,K02580,,,,
4791,NFKB2,nuclear,factor,kappa,B,subunit,2,K04469,,,,
5970,RELA,RELA,"proto-oncogene,",NF-kB,subunit,K04735,,,,,,
5971,RELB,RELB,"proto-oncogene,",NF-kB,subunit,K09253,,,,,,
