1956,EGFR,epidermal,growth,factor,receptor,[KO:K04361],[EC:2.7.10.1],,,,,
3815,KIT,KIT,proto-oncogene,receptor,tyrosine,kinase,[KO:K05091],[EC:2.7.10.1],,,,
6464,SHC1,SHC,adaptor,protein,1,[KO:K06279],,,,,,
25759,SHC2,SHC,adaptor,protein,2,[KO:K17447],,,,,,
53358,SHC3,SHC,adaptor,protein,3,[KO:K17448],,,,,,
399694,SHC4,SHC,adaptor,protein,4,[KO:K17449],,,,,,
2885,GRB2,growth,factor,receptor,bound,protein,2,[KO:K04364],,,,
6654,SOS1,SOS,Ras/Rac,guanine,nucleotide,exchange,factor,1,[KO:K03099],,,
6655,SOS2,SOS,Ras/Rho,guanine,nucleotide,exchange,factor,2,[KO:K03099],,,
3265,HRAS,HRas,"proto-oncogene,",GTPase,[KO:K02833],,,,,,,
3845,KRAS,KRAS,"proto-oncogene,",GTPase,[KO:K07827],,,,,,,
4893,NRAS,NRAS,"proto-oncogene,",GTPase,[KO:K07828],,,,,,,
369,ARAF,A-Raf,"proto-oncogene,",serine/threonine,kinase,[KO:K08845],[EC:2.7.11.1],,,,,
673,BRAF,B-Raf,"proto-oncogene,",serine/threonine,kinase,[KO:K04365],[EC:2.7.11.1],,,,,
5894,RAF1,Raf-1,"proto-oncogene,",serine/threonine,kinase,[KO:K04366],[EC:2.7.11.1],,,,,
5604,MAP2K1,mitogen-activated,protein,kinase,kinase,1,[KO:K04368],[EC:2.7.12.2],,,,
5605,MAP2K2,mitogen-activated,protein,kinase,kinase,2,[KO:K04369],[EC:2.7.12.2],,,,
5594,MAPK1,mitogen-activated,protein,kinase,1,[KO:K04371],[EC:2.7.11.24],,,,,
5595,MAPK3,mitogen-activated,protein,kinase,3,[KO:K04371],[EC:2.7.11.24],,,,,
5290,PIK3CA,"phosphatidylinositol-4,5-bisphosphate",3-kinase,catalytic,subunit,alpha,[KO:K00922],[EC:2.7.1.153],,,,
5293,PIK3CD,"phosphatidylinositol-4,5-bisphosphate",3-kinase,catalytic,subunit,delta,[KO:K00922],[EC:2.7.1.153],,,,
5291,PIK3CB,"phosphatidylinositol-4,5-bisphosphate",3-kinase,catalytic,subunit,beta,[KO:K00922],[EC:2.7.1.153],,,,
5295,PIK3R1,phosphoinositide-3-kinase,regulatory,subunit,1,[KO:K02649],,,,,,
5296,PIK3R2,phosphoinositide-3-kinase,regulatory,subunit,2,[KO:K02649],,,,,,
8503,PIK3R3,phosphoinositide-3-kinase,regulatory,subunit,3,[KO:K02649],,,,,,
5728,PTEN,phosphatase,and,tensin,homolog,[KO:K01110],[EC:3.1.3.67,3.1.3.48,3.1.3.16],,,
207,AKT1,AKT,serine/threonine,kinase,1,[KO:K04456],[EC:2.7.11.1],,,,,
208,AKT2,AKT,serine/threonine,kinase,2,[KO:K04456],[EC:2.7.11.1],,,,,
10000,AKT3,AKT,serine/threonine,kinase,3,[KO:K04456],[EC:2.7.11.1],,,,,
2475,MTOR,mechanistic,target,of,rapamycin,kinase,[KO:K07203],[EC:2.7.11.1],,,,
6198,RPS6KB1,ribosomal,protein,S6,kinase,B1,[KO:K04688],[EC:2.7.11.1],,,,
6199,RPS6KB2,ribosomal,protein,S6,kinase,B2,[KO:K04688],[EC:2.7.11.1],,,,
182,JAG1,jagged,1,[KO:K06052],,,,,,,,
3714,JAG2,jagged,2,[KO:K21635],,,,,,,,
10683,DLL3,delta,like,canonical,Notch,ligand,3,[KO:K06051],,,,
28514,DLL1,delta,like,canonical,Notch,ligand,1,[KO:K06051],,,,
54567,DLL4,delta,like,canonical,Notch,ligand,4,[KO:K06051],,,,
4851,NOTCH1,notch,1,[KO:K02599],,,,,,,,
4853,NOTCH2,notch,2,[KO:K20994],,,,,,,,
4854,NOTCH3,notch,3,[KO:K20995],,,,,,,,
4855,NOTCH4,notch,4,[KO:K20996],,,,,,,,
3280,HES1,hes,family,bHLH,transcription,factor,1,[KO:K06054],,,,
388585,HES5,hes,family,bHLH,transcription,factor,5,[KO:K06055],,,,
26508,HEYL,hes,related,family,bHLH,transcription,factor,with,YRPW,motif-like,[KO:K09091],
23462,HEY1,hes,related,family,bHLH,transcription,factor,with,YRPW,motif,1,[KO:K09091]
23493,HEY2,hes,related,family,bHLH,transcription,factor,with,YRPW,motif,2,[KO:K09091]
2324,FLT4,fms,related,tyrosine,kinase,4,[KO:K05097],[EC:2.7.10.1],,,,
1026,CDKN1A,cyclin,dependent,kinase,inhibitor,1A,[KO:K06625],,,,,
4791,NFKB2,nuclear,factor,kappa,B,subunit,2,[KO:K04469],,,,
7472,WNT2,Wnt,family,member,2,[KO:K00182],,,,,,
7482,WNT2B,Wnt,family,member,2B,[KO:K00182],,,,,,
7473,WNT3,Wnt,family,member,3,[KO:K00312],,,,,,
89780,WNT3A,Wnt,family,member,3A,[KO:K00312],,,,,,
7474,WNT5A,Wnt,family,member,5A,[KO:K00444],,,,,,
81029,WNT5B,Wnt,family,member,5B,[KO:K00444],,,,,,
7475,WNT6,Wnt,family,member,6,[KO:K00445],,,,,,
7476,WNT7A,Wnt,family,member,7A,[KO:K00572],,,,,,
7477,WNT7B,Wnt,family,member,7B,[KO:K00572],,,,,,
7478,WNT8A,Wnt,family,member,8A,[KO:K00714],,,,,,
7479,WNT8B,Wnt,family,member,8B,[KO:K00714],,,,,,
7483,WNT9A,Wnt,family,member,9A,[KO:K01064],,,,,,
7484,WNT9B,Wnt,family,member,9B,[KO:K01064],,,,,,
7480,WNT10B,Wnt,family,member,10B,[KO:K01357],,,,,,
80326,WNT10A,Wnt,family,member,10A,[KO:K01357],,,,,,
7481,WNT11,Wnt,family,member,11,[KO:K01384],,,,,,
51384,WNT16,Wnt,family,member,16,[KO:K01558],,,,,,
8321,FZD1,frizzled,class,receptor,1,[KO:K02432],,,,,,
8324,FZD7,frizzled,class,receptor,7,[KO:K02432],,,,,,
2535,FZD2,frizzled,class,receptor,2,[KO:K02235],,,,,,
7976,FZD3,frizzled,class,receptor,3,[KO:K02329],,,,,,
8322,FZD4,frizzled,class,receptor,4,[KO:K02354],,,,,,
7855,FZD5,frizzled,class,receptor,5,[KO:K02375],,,,,,
8325,FZD8,frizzled,class,receptor,8,[KO:K02375],,,,,,
8323,FZD6,frizzled,class,receptor,6,[KO:K02376],,,,,,
11211,FZD10,frizzled,class,receptor,10,[KO:K02842],,,,,,
8326,FZD9,frizzled,class,receptor,9,[KO:K02842],,,,,,
4041,LRP5,LDL,receptor,related,protein,5,[KO:K03068],,,,,
4040,LRP6,LDL,receptor,related,protein,6,[KO:K03068],,,,,
1857,DVL3,dishevelled,segment,polarity,protein,3,[KO:K02353],,,,,
1856,DVL2,dishevelled,segment,polarity,protein,2,[KO:K02353],,,,,
1855,DVL1,dishevelled,segment,polarity,protein,1,[KO:K02353],,,,,
10023,FRAT1,"FRAT1,",WNT,signaling,pathway,regulator,[KO:K03069],,,,,
23401,FRAT2,"FRAT2,",WNT,signaling,pathway,regulator,[KO:K03096],,,,,
2932,GSK3B,glycogen,synthase,kinase,3,beta,[KO:K03083],[EC:2.7.11.26],,,,
8312,AXIN1,axin,1,[KO:K02157],,,,,,,,
8313,AXIN2,axin,2,[KO:K04385],,,,,,,,
324,APC,"APC,",WNT,signaling,pathway,regulator,[KO:K02085],,,,,
10297,APC2,"APC2,",WNT,signaling,pathway,regulator,[KO:K02085],,,,,
1499,CTNNB1,catenin,beta,1,[KO:K02105],,,,,,,
122011,CSNK1A1L,casein,kinase,1,alpha,1,like,[KO:K08957],[EC:2.7.11.1],,,
1452,CSNK1A1,casein,kinase,1,alpha,1,[KO:K08957],[EC:2.7.11.1],,,,
6932,TCF7,transcription,factor,7,[KO:K02620],,,,,,,
83439,TCF7L1,transcription,factor,7,like,1,[KO:K04490],,,,,
6934,TCF7L2,transcription,factor,7,like,2,[KO:K04491],,,,,
51176,LEF1,lymphoid,enhancer,binding,factor,1,[KO:K04492],,,,,
7157,TP53,tumor,protein,p53,[KO:K04451],,,,,,,
1647,GADD45A,growth,arrest,and,DNA,damage,inducible,alpha,[KO:K04402],,,
4616,GADD45B,growth,arrest,and,DNA,damage,inducible,beta,[KO:K04402],,,
10912,GADD45G,growth,arrest,and,DNA,damage,inducible,gamma,[KO:K04402],,,
581,BAX,BCL2,associated,"X,",apoptosis,regulator,[KO:K02159],,,,,
578,BAK1,BCL2,antagonist/killer,1,[KO:K14021],,,,,,,
1643,DDB2,damage,specific,DNA,binding,protein,2,[KO:K10140],,,,
51426,POLK,DNA,polymerase,kappa,[KO:K03511],[EC:2.7.7.7],,,,,,
1019,CDK4,cyclin,dependent,kinase,4,[KO:K02089],[EC:2.7.11.22],,,,,
1021,CDK6,cyclin,dependent,kinase,6,[KO:K02091],[EC:2.7.11.22],,,,,
5925,RB1,RB,transcriptional,corepressor,1,[KO:K06618],,,,,,
1869,E2F1,E2F,transcription,factor,1,[KO:K17454],,,,,,
1870,E2F2,E2F,transcription,factor,2,[KO:K09389],,,,,,
1871,E2F3,E2F,transcription,factor,3,[KO:K06620],,,,,,
672,BRCA1,"BRCA1,",DNA,repair,associated,[KO:K10605],[EC:2.3.2.27],,,,,
675,BRCA2,"BRCA2,",DNA,repair,associated,[KO:K08775],,,,,,
